date,country,admin1,market,commodity,unit,currency,price,source
2022-10-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7594.0,Synthetic Cambodia food price series
2022-11-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6790.0,Synthetic Cambodia food price series
2022-12-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6762.0,Synthetic Cambodia food price series
2023-01-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6949.0,Synthetic Cambodia food price series
2023-02-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7125.0,Synthetic Cambodia food price series
2023-03-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7382.0,Synthetic Cambodia food price series
2023-04-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7514.0,Synthetic Cambodia food price series
2023-05-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7313.0,Synthetic Cambodia food price series
2023-06-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7223.0,Synthetic Cambodia food price series
2023-07-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7154.0,Synthetic Cambodia food price series
2023-08-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6964.0,Synthetic Cambodia food price series
2023-09-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6979.0,Synthetic Cambodia food price series
2023-10-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6660.0,Synthetic Cambodia food price series
2023-11-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6857.0,Synthetic Cambodia food price series
2023-12-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7002.0,Synthetic Cambodia food price series
2024-01-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7045.0,Synthetic Cambodia food price series
2024-02-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7357.0,Synthetic Cambodia food price series
2024-03-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7505.0,Synthetic Cambodia food price series
2024-04-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7639.0,Synthetic Cambodia food price series
2024-05-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7741.0,Synthetic Cambodia food price series
2024-06-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7516.0,Synthetic Cambodia food price series
2024-07-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7300.0,Synthetic Cambodia food price series
2024-08-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7246.0,Synthetic Cambodia food price series
2024-09-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7249.0,Synthetic Cambodia food price series
2024-10-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7037.0,Synthetic Cambodia food price series
2024-11-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7110.0,Synthetic Cambodia food price series
2024-12-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7392.0,Synthetic Cambodia food price series
2025-01-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7511.0,Synthetic Cambodia food price series
2025-02-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7784.0,Synthetic Cambodia food price series
2025-03-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7870.0,Synthetic Cambodia food price series
2025-04-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,8006.0,Synthetic Cambodia food price series
2025-05-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,9564.0,Synthetic Cambodia food price series
2025-06-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,9535.0,Synthetic Cambodia food price series
2025-07-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,9334.0,Synthetic Cambodia food price series
2025-08-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,9057.0,Synthetic Cambodia food price series
2025-09-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7266.0,Synthetic Cambodia food price series
2025-10-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7450.0,Synthetic Cambodia food price series
2025-11-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7422.0,Synthetic Cambodia food price series
2025-12-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7509.0,Synthetic Cambodia food price series
2021-01-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,15578.0,Synthetic Cambodia food price series
2021-02-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,16261.0,Synthetic Cambodia food price series
2021-03-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,15808.0,Synthetic Cambodia food price series
2021-04-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,16136.0,Synthetic Cambodia food price series
2021-05-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,16227.0,Synthetic Cambodia food price series
2021-06-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,16559.0,Synthetic Cambodia food price series
2021-07-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,15991.0,Synthetic Cambodia food price series
2021-08-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,15795.0,Synthetic Cambodia food price series
2021-09-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,15155.0,Synthetic Cambodia food price series
2021-10-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,15115.0,Synthetic Cambodia food price series
2021-11-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,15618.0,Synthetic Cambodia food price series
2021-12-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,15849.0,Synthetic Cambodia food price series
2022-01-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,16379.0,Synthetic Cambodia food price series
2022-02-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,16635.0,Synthetic Cambodia food price series
2022-03-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17065.0,Synthetic Cambodia food price series
2022-04-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17193.0,Synthetic Cambodia food price series
2022-05-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17291.0,Synthetic Cambodia food price series
2022-06-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,19448.0,Synthetic Cambodia food price series
2022-07-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,18540.0,Synthetic Cambodia food price series
2022-08-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,18034.0,Synthetic Cambodia food price series
2022-09-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,18513.0,Synthetic Cambodia food price series
2022-10-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,18499.0,Synthetic Cambodia food price series
2022-11-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,15917.0,Synthetic Cambodia food price series
2022-12-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,16058.0,Synthetic Cambodia food price series
2023-01-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,16933.0,Synthetic Cambodia food price series
2023-02-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17556.0,Synthetic Cambodia food price series
2023-03-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,18087.0,Synthetic Cambodia food price series
2023-04-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17959.0,Synthetic Cambodia food price series
2023-05-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17713.0,Synthetic Cambodia food price series
2023-06-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17369.0,Synthetic Cambodia food price series
2023-07-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17241.0,Synthetic Cambodia food price series
2023-08-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,16836.0,Synthetic Cambodia food price series
2023-09-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,16443.0,Synthetic Cambodia food price series
2023-10-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17080.0,Synthetic Cambodia food price series
2023-11-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17178.0,Synthetic Cambodia food price series
2023-12-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17373.0,Synthetic Cambodia food price series
2024-01-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17358.0,Synthetic Cambodia food price series
2024-02-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,18209.0,Synthetic Cambodia food price series
2024-03-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,18508.0,Synthetic Cambodia food price series
2024-04-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,18627.0,Synthetic Cambodia food price series
2024-05-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,18758.0,Synthetic Cambodia food price series
2024-06-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,18383.0,Synthetic Cambodia food price series
2024-07-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,18060.0,Synthetic Cambodia food price series
2024-08-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17687.0,Synthetic Cambodia food price series
2024-09-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17378.0,Synthetic Cambodia food price series
2024-10-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,16843.0,Synthetic Cambodia food price series
2024-11-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17425.0,Synthetic Cambodia food price series
2024-12-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17632.0,Synthetic Cambodia food price series
2025-01-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17933.0,Synthetic Cambodia food price series
2025-02-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,19065.0,Synthetic Cambodia food price series
2025-03-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,19433.0,Synthetic Cambodia food price series
2025-04-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,19518.0,Synthetic Cambodia food price series
2025-05-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,23430.0,Synthetic Cambodia food price series
2025-06-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,23374.0,Synthetic Cambodia food price series
2025-07-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,22632.0,Synthetic Cambodia food price series
2025-08-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,22231.0,Synthetic Cambodia food price series
2025-09-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17684.0,Synthetic Cambodia food price series
2025-10-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,17959.0,Synthetic Cambodia food price series
2025-11-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,18049.0,Synthetic Cambodia food price series
2025-12-01,Cambodia,Siem Reap,Siem Reap,Fish (snakehead),kg,KHR,18105.0,Synthetic Cambodia food price series
2021-01-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,6755.0,Synthetic Cambodia food price series
2021-02-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,6929.0,Synthetic Cambodia food price series
2021-03-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7248.0,Synthetic Cambodia food price series
2021-04-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7226.0,Synthetic Cambodia food price series
2021-05-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7123.0,Synthetic Cambodia food price series
2021-06-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7057.0,Synthetic Cambodia food price series
2021-07-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,6906.0,Synthetic Cambodia food price series
2021-08-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,6750.0,Synthetic Cambodia food price series
2021-09-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,6573.0,Synthetic Cambodia food price series
2021-10-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,6644.0,Synthetic Cambodia food price series
2021-11-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,6651.0,Synthetic Cambodia food price series
2021-12-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,6740.0,Synthetic Cambodia food price series
2022-01-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7094.0,Synthetic Cambodia food price series
2022-02-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7265.0,Synthetic Cambodia food price series
2022-03-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7193.0,Synthetic Cambodia food price series
2022-04-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7423.0,Synthetic Cambodia food price series
2022-05-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7514.0,Synthetic Cambodia food price series
2022-06-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7427.0,Synthetic Cambodia food price series
2022-07-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7286.0,Synthetic Cambodia food price series
2022-08-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7051.0,Synthetic Cambodia food price series
2022-09-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,6869.0,Synthetic Cambodia food price series
2022-10-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,6825.0,Synthetic Cambodia food price series
2022-11-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7030.0,Synthetic Cambodia food price series
2022-12-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7177.0,Synthetic Cambodia food price series
2023-01-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7453.0,Synthetic Cambodia food price series
2023-02-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7624.0,Synthetic Cambodia food price series
2023-03-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7650.0,Synthetic Cambodia food price series
2023-04-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7610.0,Synthetic Cambodia food price series
2023-05-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7681.0,Synthetic Cambodia food price series
2023-06-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7635.0,Synthetic Cambodia food price series
2023-07-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7450.0,Synthetic Cambodia food price series
2023-08-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7269.0,Synthetic Cambodia food price series
2023-09-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7249.0,Synthetic Cambodia food price series
2023-10-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7152.0,Synthetic Cambodia food price series
2023-11-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7208.0,Synthetic Cambodia food price series
2023-12-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7448.0,Synthetic Cambodia food price series
2024-01-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7573.0,Synthetic Cambodia food price series
2024-02-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7831.0,Synthetic Cambodia food price series
2024-03-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7984.0,Synthetic Cambodia food price series
2024-04-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7917.0,Synthetic Cambodia food price series
2024-05-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7960.0,Synthetic Cambodia food price series
2024-06-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,8044.0,Synthetic Cambodia food price series
2024-07-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7640.0,Synthetic Cambodia food price series
2024-08-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7396.0,Synthetic Cambodia food price series
2024-09-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7315.0,Synthetic Cambodia food price series
2024-10-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7475.0,Synthetic Cambodia food price series
2024-11-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7546.0,Synthetic Cambodia food price series
2024-12-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7683.0,Synthetic Cambodia food price series
2025-01-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,8014.0,Synthetic Cambodia food price series
2025-02-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7837.0,Synthetic Cambodia food price series
2025-03-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,8291.0,Synthetic Cambodia food price series
2025-04-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,8477.0,Synthetic Cambodia food price series
2025-05-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,8192.0,Synthetic Cambodia food price series
2025-06-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,8157.0,Synthetic Cambodia food price series
2025-07-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7964.0,Synthetic Cambodia food price series
2025-08-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7793.0,Synthetic Cambodia food price series
2025-09-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7738.0,Synthetic Cambodia food price series
2025-10-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7883.0,Synthetic Cambodia food price series
2025-11-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7995.0,Synthetic Cambodia food price series
2025-12-01,Cambodia,Siem Reap,Siem Reap,Eggs,10 pieces,KHR,7940.0,Synthetic Cambodia food price series
2021-01-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1496.0,Synthetic Cambodia food price series
2021-02-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1495.0,Synthetic Cambodia food price series
2021-03-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1560.0,Synthetic Cambodia food price series
2021-04-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1536.0,Synthetic Cambodia food price series
2021-05-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1537.0,Synthetic Cambodia food price series
2021-06-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1522.0,Synthetic Cambodia food price series
2021-07-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1553.0,Synthetic Cambodia food price series
2021-08-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1476.0,Synthetic Cambodia food price series
2021-09-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1424.0,Synthetic Cambodia food price series
2021-10-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1455.0,Synthetic Cambodia food price series
2021-11-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1441.0,Synthetic Cambodia food price series
2021-12-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1468.0,Synthetic Cambodia food price series
2022-01-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1536.0,Synthetic Cambodia food price series
2022-02-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1557.0,Synthetic Cambodia food price series
2022-03-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1593.0,Synthetic Cambodia food price series
2022-04-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1602.0,Synthetic Cambodia food price series
2022-05-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1605.0,Synthetic Cambodia food price series
2022-06-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1586.0,Synthetic Cambodia food price series
2022-07-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1507.0,Synthetic Cambodia food price series
2022-08-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1532.0,Synthetic Cambodia food price series
2022-09-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1477.0,Synthetic Cambodia food price series
2022-10-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1462.0,Synthetic Cambodia food price series
2022-11-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1506.0,Synthetic Cambodia food price series
2022-12-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1540.0,Synthetic Cambodia food price series
2023-01-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1564.0,Synthetic Cambodia food price series
2023-02-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1636.0,Synthetic Cambodia food price series
2023-03-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1622.0,Synthetic Cambodia food price series
2023-04-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1657.0,Synthetic Cambodia food price series
2023-05-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1649.0,Synthetic Cambodia food price series
2023-06-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1639.0,Synthetic Cambodia food price series
2023-07-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1615.0,Synthetic Cambodia food price series
2023-08-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1556.0,Synthetic Cambodia food price series
2023-09-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1571.0,Synthetic Cambodia food price series
2023-10-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1832.0,Synthetic Cambodia food price series
2023-11-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1808.0,Synthetic Cambodia food price series
2023-12-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1844.0,Synthetic Cambodia food price series
2024-01-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1934.0,Synthetic Cambodia food price series
2024-02-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1677.0,Synthetic Cambodia food price series
2024-03-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1712.0,Synthetic Cambodia food price series
2024-04-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1729.0,Synthetic Cambodia food price series
2024-05-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1729.0,Synthetic Cambodia food price series
2024-06-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1722.0,Synthetic Cambodia food price series
2024-07-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1647.0,Synthetic Cambodia food price series
2024-08-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1613.0,Synthetic Cambodia food price series
2024-09-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1592.0,Synthetic Cambodia food price series
2024-10-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1616.0,Synthetic Cambodia food price series
2024-11-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1651.0,Synthetic Cambodia food price series
2024-12-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1648.0,Synthetic Cambodia food price series
2025-01-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1648.0,Synthetic Cambodia food price series
2025-02-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1708.0,Synthetic Cambodia food price series
2025-03-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1760.0,Synthetic Cambodia food price series
2025-04-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1781.0,Synthetic Cambodia food price series
2025-05-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1779.0,Synthetic Cambodia food price series
2025-06-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1766.0,Synthetic Cambodia food price series
2025-07-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1725.0,Synthetic Cambodia food price series
2025-08-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1719.0,Synthetic Cambodia food price series
2025-09-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1659.0,Synthetic Cambodia food price series
2025-10-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1650.0,Synthetic Cambodia food price series
2025-11-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1693.0,Synthetic Cambodia food price series
2025-12-01,Cambodia,Siem Reap,Siem Reap,Cassava,kg,KHR,1685.0,Synthetic Cambodia food price series
2021-01-01,Cambodia,Kampong Cham,Kampong Cham,"Rice (mixed, low quality)",kg,KHR,2563.0,Synthetic Cambodia food price series
2021-02-01,Cambodia,Kampong Cham,Kampong Cham,"Rice (mixed, low quality)",kg,KHR,2618.0,Synthetic Cambodia food price series
2021-03-01,Cambodia,Kampong Cham,Kampong Cham,"Rice (mixed, low quality)",kg,KHR,2660.0,Synthetic Cambodia food price series
2021-04-01,Cambodia,Kampong Cham,Kampong Cham,"Rice (mixed, low quality)",kg,KHR,2753.0,Synthetic Cambodia food price series
2021-05-01,Cambodia,Kampong Cham,Kampong Cham,"Rice (mixed, low quality)",kg,KHR,2660.0,Synthetic Cambodia food price series
2021-06-01,Cambodia,Kampong Cham,Kampong Cham,"Rice (mixed, low quality)",kg,KHR,2731.0,Synthetic Cambodia food price series
2021-07-01,Cambodia,Kampong Cham,Kampong Cham,"Rice (mixed, low quality)",kg,KHR,2593.0,Synthetic Cambodia food price series
2021-08-01,Cambodia,Kampong Cham,Kampong Cham,"Rice (mixed, low quality)",kg,KHR,2502.0,Synthetic Cambodia food price series
2021-09-01,Cambodia,Kampong Cham,Kampong Cham,"Rice (mixed, low quality)",kg,KHR,2520.0,Synthetic Cambodia food price series
2021-10-01,Cambodia,Kampong Cham,Kampong Cham,"Rice (mixed, low quality)",kg,KHR,2468.0,Synthetic Cambodia food price series
